systemNumber,accessionNumber,objectType,_currentLocation,_primaryTitle,_primaryMaker,_primaryImageId,_primaryDate,_primaryPlace,_warningTypes,_images
O1154621,FE.2-2010,painting,"{'id': 'THES49673', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Tiger-taming arhat,"{'name': 'Unknown', 'association': ''}",2011EM6105,17th century-18th century,Beijing,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2011EM6105/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2011EM6105/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1154621/manifest.json', 'imageResolution': 'high'}"
O56548,FA.58[O],Oil painting,"{'id': 'THES49218', 'displayName': 'British Galleries, Room 122', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'WE', 'shelf': '', 'box': '9'}}",L'Allegro,"{'name': 'Cope, Charles West (RA)', 'association': 'painter (artist)'}",2006AN2304,1848,Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AN2304/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AN2304/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O56548/manifest.json', 'imageResolution': 'high'}"
O41916,IS.33-1949,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}","Rama, Sita and Hanuman","{'name': 'Unknown', 'association': ''}",2013GD5425,ca. 1765 - ca. 1770,Chamba,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GD5425/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GD5425/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O41916/manifest.json', 'imageResolution': 'high'}"
O82430,IS.306-1951,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Lady holding a lotus,"{'name': 'Tagore, Abanindranath', 'association': 'artist'}",2013GK1357,1900-1905,Bengal,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1357/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1357/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O82430/manifest.json', 'imageResolution': 'high'}"
O84118,CAI.67,Oil painting,"{'id': 'THES49713', 'displayName': 'Paintings, Room 81, The Edwin and Susan Davies Galleries', 'type': 'Display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'WEST WALL', 'shelf': '', 'box': ''}}",The Mill,"{'name': 'Michel, Georges', 'association': 'artist'}",2007BP0705,1830s,France,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BP0705/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BP0705/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O84118/manifest.json', 'imageResolution': 'high'}"
O715344,E.3714-1913,Poster,"{'id': 'THES49171', 'displayName': 'Prints & Drawings Study Room, level C', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'Y', 'shelf': '70', 'box': '14'}}",The Autumn Exhibition of Paintings by Modern Artists,"{'name': 'Leigh, Conrad Heighton', 'association': 'artist'}",,ca.1913,Brighton,[],{}
O82544,IS.23-1978,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Roy, Jamini', 'association': 'artist'}",2013GK1410,early 1940s,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1410/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1410/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O82544/manifest.json', 'imageResolution': 'high'}"
O1428089,9117-1863,painting,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'A', 'shelf': '43', 'box': ''}}",,{},,,,[],{}
O82565,FA.207[O],Oil painting,"{'id': 'THES49709', 'displayName': 'Paintings, Room 87, The Edwin and Susan Davies Galleries', 'type': 'Display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'NORTH WALL', 'shelf': '', 'box': ''}}","Line Fishing, Off Hastings","{'name': 'Turner, Joseph Mallord William (RA)', 'association': 'artist'}",2006AG2445,ca. 1835,Great Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AG2445/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AG2445/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O82565/manifest.json', 'imageResolution': 'high'}"
O72906,S.EX.4-1889,Painting,"{'id': 'THES49535', 'displayName': 'Prints & Drawings Study Room, room 315', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Cherries,"{'name': 'Fatin-Latour, Henri', 'association': 'painter (artist)'}",2006AN5840,1883,France,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AN5840/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AN5840/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O72906/manifest.json', 'imageResolution': 'high'}"
O132025,377-1876,Oil painting,"{'id': 'THES50166', 'displayName': 'In store', 'type': 'storage', 'site': 'BH', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",William III Reviewing the Dutch Fleet in 1691,"{'name': 'Koster, Everhardus', 'association': 'painter (artist)'}",2007BN5750,probably before 1859,Amsterdam,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BN5750/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BN5750/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O132025/manifest.json', 'imageResolution': 'high'}"
O82269,1139-1869,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}","The Bull Nandi in the courtyard of the Golden Temple, Benares","{'name': 'Simpson, William RI FRGS', 'association': 'maker'}",2022NF4542,1866,Benares,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2022NF4542/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2022NF4542/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O82269/manifest.json', 'imageResolution': 'high'}"
O82553,IS.22-1978,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Jamini, Roy', 'association': 'artist'}",2013GK1406,early 1940s,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1406/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1406/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O82553/manifest.json', 'imageResolution': 'high'}"
O128311,519-1870,Oil painting,"{'id': 'THES304479', 'displayName': 'in store', 'type': 'storage', 'site': 'PO289 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Judith Holding the Head of Holofernes,"{'name': 'Ponzoni, Matteo', 'association': ''}",2006BF1431,mid 17th century,Venice,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BF1431/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BF1431/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O128311/manifest.json', 'imageResolution': 'high'}"
O76399,IS.33-1882,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Benares (varanasi),"{'name': 'Carpenter, William', 'association': 'painter (artist)'}",2006AE5775,1856,India,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AE5775/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AE5775/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O76399/manifest.json', 'imageResolution': 'high'}"
O132024,376-1876,Oil painting,"{'id': 'THES50166', 'displayName': 'In store', 'type': 'storage', 'site': 'BH', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}","The Prince of Orange, afterwards King William III, Embarking at Hellevoetsluis for England in 1688","{'name': 'Koster, Everhardus', 'association': 'painter (artist)'}",2007BN5777,probably before 1859,Amsterdam,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BN5777/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BN5777/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O132024/manifest.json', 'imageResolution': 'high'}"
O209679,IS.12-1983,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Tagore, Gaganendranath', 'association': 'maker'}",2013GK1343,ca. 1915,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1343/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1343/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O209679/manifest.json', 'imageResolution': 'high'}"
O1241569,IS.47-2011,Kalighat Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Work in Progress,"{'name': 'Anwar Chitrakar', 'association': 'artist'}",2013GN4151,2011,West Bengal,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GN4151/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GN4151/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1241569/manifest.json', 'imageResolution': 'high'}"
O198271,E.738-1955,Poster,"{'id': 'THES49171', 'displayName': 'Prints & Drawings Study Room, level C', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'MB2F', 'shelf': 'DR111', 'box': ''}}","Modern Paintings, Dresses and New Omega Pottery ","{'name': 'Fry, Roger Eliot', 'association': 'artist'}",2006BF6419,1918,London,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BF6419/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BF6419/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O198271/manifest.json', 'imageResolution': 'high'}"
O76421,IS.151-1881,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Carpenter, William', 'association': 'painter (artist)'}",2006AJ6677,ca. 12/1852,India,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AJ6677/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AJ6677/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O76421/manifest.json', 'imageResolution': 'high'}"
O93495,1254-1886,Painting,"{'id': 'THES385002', 'displayName': 'A', 'type': 'storage', 'site': 'PO23 (NCS)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Interior of a studio,"{'name': 'Patrois, Isidore', 'association': 'artist'}",,1850-1859,France,[],{}
O1241590,IS.53-2011,Kalighat painting,"{'id': 'THES49548', 'displayName': 'Design 1900 to Now, Room 76', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '4', 'shelf': '', 'box': ''}}",Abhisarika,"{'name': 'Kalam Patua', 'association': 'artist'}",2013GN4156,2009,West Bengal,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GN4156/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GN4156/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1241590/manifest.json', 'imageResolution': 'high'}"
O1264444,B.167-2013,Painting,"{'id': 'THES276097', 'displayName': 'In Store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Nurse et bebe - Le tetine,"{'name': 'How, Beatrice', 'association': 'Artist'}",,1910 to 1930,France,[],{}
O18971,S.EX.24-1884,Oil painting,"{'id': 'THES49397', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Nasturtiums,"{'name': 'Fantin-Latour, Henri', 'association': 'artist'}",2007BN1682,1880,France,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BN1682/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BN1682/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O18971/manifest.json', 'imageResolution': 'high'}"
O73302,1137-1869,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}","A whirlwind of dust, India ","{'name': 'Simpson, William RI FRGS', 'association': 'maker'}",2022NF4540,1866,London,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2022NF4540/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2022NF4540/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O73302/manifest.json', 'imageResolution': 'high'}"
O73404,1170-1869,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Persian wheel near Amritsar,"{'name': 'Simpson, William', 'association': 'maker'}",2006AJ6547,1865,London,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AJ6547/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AJ6547/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O73404/manifest.json', 'imageResolution': 'high'}"
O74892,1153-1869,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}","Praying cylinders at Soonum, Himalayas","{'name': 'Simpson, William RI FRGS', 'association': 'maker'}",2006AH4396,1862,Himalayas,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AH4396/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AH4396/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O74892/manifest.json', 'imageResolution': 'high'}"
O1241603,IS.54-2011,Kalighat painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Oh Kolkata,"{'name': 'Kalam Patua', 'association': 'artist'}",2013GN4157,2008,West Bengal,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GN4157/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GN4157/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1241603/manifest.json', 'imageResolution': 'high'}"
O77435,1632-1888,Oil painting,"{'id': 'THES49689', 'displayName': 'In Store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}","Gillingham Mill, Dorset","{'name': 'Constable, John (RA)', 'association': 'artist'}",2006AU6480,1823-1827,England,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AU6480/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AU6480/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O77435/manifest.json', 'imageResolution': 'high'}"
O74893,1163-1869,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Flour mill,"{'name': 'Simpson, William RI FRGS', 'association': 'artist'}",2006AH4397,1865,London,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AH4397/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AH4397/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O74893/manifest.json', 'imageResolution': 'high'}"
O125427,1846-1900,Oil painting,"{'id': 'THES304944', 'displayName': 'in store', 'type': 'storage', 'site': 'PO352 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Don Quixote at the Inn,"{'name': 'Gamba, Enrico', 'association': 'artist'}",2007BP1350,1876,Turin,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BP1350/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BP1350/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O125427/manifest.json', 'imageResolution': 'high'}"
O125464,F.17,Oil painting,"{'id': 'THES304486', 'displayName': 'in store', 'type': 'storage', 'site': 'PO296 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}","Landscape at Écouen, near Paris","{'name': 'Lambinet, Émile Charles', 'association': 'artist'}",2006BH7476,1858,France,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BH7476/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BH7476/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O125464/manifest.json', 'imageResolution': 'high'}"
