systemNumber,accessionNumber,objectType,_currentLocation,_primaryTitle,_primaryMaker,_primaryImageId,_primaryDate,_primaryPlace,_warningTypes,_images
O177356,E.271-1989,Record,"{'id': 'THES49171', 'displayName': 'Prints & Drawings Study Room, level C', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'TS', 'shelf': '14', 'box': ''}}",Chapter 12,"{'name': 'Modern English', 'association': 'band'}",,1984,Great Britain,[],{}
O136104,9119-1863,Painting,"{'id': 'THES49494', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Modern copy of a pompeian wall painting,"{'name': 'unknown', 'association': ''}",2007BP0802,first half 19th century,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BP0802/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BP0802/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O136104/manifest.json', 'imageResolution': 'high'}"
O11830,IS.102-1999,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Dancing Lady,"{'name': 'Roy, Jamini', 'association': 'artist'}",2013GT2592,ca. 1945,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GT2592/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GT2592/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O131897,P.21-1975,Oil painting,"{'id': 'THES304516', 'displayName': 'in store', 'type': 'storage', 'site': 'PO326 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Sign Board for the Shop 'Modern Textiles',"{'name': 'Nash, Paul', 'association': 'painter (artist)'}",2006BD5634,1926,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BD5634/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BD5634/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O116965,323-1895,Painting,"{'id': 'THES49780', 'displayName': 'Medieval & Renaissance, Room 50b, The Paul and Jill Ruddock Gallery', 'type': 'Display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'CEILING', 'shelf': '', 'box': ''}}",Painted Crucifix,"{'name': 'Antonio de Saliba', 'association': 'artist'}",2009CR8218,1490-1500,Sicily,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009CR8218/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009CR8218/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O116965/manifest.json', 'imageResolution': 'high'}"
O209682,IS.196-1984,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}"," 'The first Bengali Governor, where is H.E.?'","{'name': 'Tagore, Gaganendranath', 'association': 'Artist'}",2013GK1341,1920s,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1341/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1341/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O209682/manifest.json', 'imageResolution': 'high'}"
O1655684,FE.99-2021,painting,"{'id': 'THES49632', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,{},2021NB2928,,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2021NB2928/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2021NB2928/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O82545,IS.47-1979,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Roy, Jamini', 'association': 'artist'}",2013GK1405,ca. 1940 - ca. 1944,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1405/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1405/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O128398,S.501-2006,Painting,"{'id': 'THES276098', 'displayName': 'In Store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",The Downfall of Shakespeare Represented on a Modern Stage,"{'name': 'Dawes, William', 'association': 'artist'}",2022NE8501,1763-65,Great Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2022NE8501/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2022NE8501/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O128398/manifest.json', 'imageResolution': 'high'}"
O164652,IS.202-1959,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Krishna,"{'name': 'Jamini, Roy', 'association': 'artist'}",2006AY0086,ca. 1930,Bengal,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AY0086/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AY0086/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O164652/manifest.json', 'imageResolution': 'high'}"
O82556,IS.50-1979,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Krishna ,"{'name': 'Roy, Jamini', 'association': 'artist'}",2013GK1408,ca. 1940,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1408/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1408/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O82346,IS.125-1984,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Tagore, Abanindranath', 'association': 'maker'}",2013GK1351,1924,Kārsiyāng,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1351/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1351/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O82552,IS.49-1979,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Sita ,"{'name': 'Roy, Jamini', 'association': 'artist'}",2015HX7469,ca. 1940,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2015HX7469/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2015HX7469/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O82551,IS.48-1979,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}","Jatayu, Sita and Ravana","{'name': 'Roy, Jamini', 'association': 'artist'}",2013GK1375,ca. 1940 - ca. 1944,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1375/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1375/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O1663597,FE.100-2021,painting,"{'id': 'THES49632', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,{},2021NB2741,,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2021NB2741/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2021NB2741/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O81872,IS.55-1979,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Roy, Jamini', 'association': 'artist'}",2013GK1376,ca. 1935,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1376/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1376/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O184220,IS.128-1984,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Tagore, Abanindranath', 'association': 'artist'}",2013GK1355,ca. 1924,India,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1355/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1355/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O134001,IS.93-1991,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",The Last Supper,"{'name': 'Jamini, Roy', 'association': 'maker'}",2007BN1936,ca. 1937- ca. 1940,Bengal,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BN1936/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BN1936/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O430443,IS.94-1991,Painting,"{'id': 'THES49619', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Jehangir Sabavala', 'association': 'maker'}",2014HC2247,ca. 1940 - ca. 1950,India,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2014HC2247/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2014HC2247/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O82564,IM.255-1921,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Siva-puja,"{'name': 'Tagore, Abanindranath', 'association': 'artist'}",2013GK1369,ca. 1900,Bengal,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1369/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1369/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O82564/manifest.json', 'imageResolution': 'high'}"
O82562,IS.305-1951,Painting,"{'id': 'THES49063', 'displayName': 'On short term loan out for exhibition', 'type': 'display', 'site': '', 'onDisplay': True, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",A Music party,"{'name': 'Tagore, Abanindranath', 'association': 'artist'}",2013GK1370,ca. 1905,Bengal,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1370/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1370/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O82562/manifest.json', 'imageResolution': 'high'}"
O82413,IS.197-1955,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Tagore, Abanindranath', 'association': 'artist'}",2013GK1346,1920,Bengal,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1346/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1346/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O82413/manifest.json', 'imageResolution': 'high'}"
O82359,IS.123-1984,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Tagore, Abanindranath', 'association': 'artist'}",2013GK1349,1920,India,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1349/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1349/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O82561,IS.46-1979,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Jamini, Roy', 'association': 'artist'}",2006AH4366,ca. 1942,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AH4366/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AH4366/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O81950,IS.68-1882,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Yak or Thibet ox and hillman from Kunawur,"{'name': 'Carpenter, William', 'association': 'maker'}",2006AH4374,11/1853,Simla,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AH4374/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AH4374/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O81950/manifest.json', 'imageResolution': 'high'}"
O82363,IS.124-1984,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Mountain scene at Kurseong,"{'name': 'Tagore, Abanindranath', 'association': 'artist'}",2013GK1347,ca. 1920,India,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1347/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1347/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O184421,IS.127-1984,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Tagore, Gaganendranath', 'association': 'artist'}",2013GK1337,1925,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1337/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1337/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O184421/manifest.json', 'imageResolution': 'high'}"
O83301,IS.54-1979,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Yashoda and Krishna,"{'name': 'Roy, Jamini', 'association': 'artist'}",2013GK1409,ca. 1920 - ca. 1929,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1409/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1409/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O133831,IS.82-1985,Painting,"{'id': 'THES388269', 'displayName': 'Imagine Gallery, This is Me, West wall', 'type': 'display', 'site': 'YVA', 'onDisplay': True, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Fantasy,"{'name': 'Ramanujam, K.', 'association': 'artist'}",2013GT2590,ca. 1960 - ca. 1980,India,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GT2590/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GT2590/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O136746,IM.124-1911,Painting,"{'id': 'THES49810', 'displayName': 'South Asia Gallery, Room 41', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '27', 'shelf': '', 'box': ''}}","Muhammad Ali Khan, Nawab of Arcot","{'name': 'Kettle, Tilly', 'association': 'artist'}",2006AG5483,1772-1776,India,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AG5483/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AG5483/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O136746/manifest.json', 'imageResolution': 'high'}"
O427180,IS.78-1963,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Badri Lal Chitraker', 'association': 'maker'}",2013GB1483,ca. 1960,Mewar,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GB1483/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GB1483/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O427180/manifest.json', 'imageResolution': 'high'}"
O56525,FA.208[O],Oil painting,"{'id': 'THES49709', 'displayName': 'Paintings, Room 87, The Edwin and Susan Davies Galleries', 'type': 'Display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'NORTH WALL', 'shelf': '', 'box': ''}}",Venice from the Giudecca,"{'name': 'Turner, Joseph Mallord William (RA)', 'association': 'painter (artist)'}",2006AM7613,1840,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AM7613/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AM7613/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O56525/manifest.json', 'imageResolution': 'high'}"
O209683,IS.195-1984,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Tagore, Gaganendranath', 'association': 'Artist'}",2014GY0651,1920s,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2014GY0651/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2014GY0651/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O209683/manifest.json', 'imageResolution': 'high'}"
O184414,IS.129-1984,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Tagore, Abanindranath', 'association': 'artist'}",2013GK1353,1922,Bengal,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1353/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1353/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O8498,B.240:1-1998,Modern toys,"{'id': 'THES49569', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Spielzeug Modern,"{'name': 'bodo', 'association': 'manufacturer'}",,January 1998 - May 1998,Germany,[],{}
O82555,IS.21-1978,Painting,"{'id': 'THES49619', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Jamini, Roy', 'association': 'artist'}",2013GK1404,early 1940s,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1404/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1404/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O82555/manifest.json', 'imageResolution': 'high'}"
O17383,FA.165[O],Oil painting,"{'id': 'THES49713', 'displayName': 'Paintings, Room 81, The Edwin and Susan Davies Galleries', 'type': 'Display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'SOUTH WALL', 'shelf': '', 'box': ''}}",Sir Philip Sidney's Oak,"{'name': 'Nasmyth, Patrick', 'association': 'painters (artists)'}",2006BC5231,1820-1830,Penshurst Park,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BC5231/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BC5231/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O17383/manifest.json', 'imageResolution': 'high'}"
O98905,IS.195-1950,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Unknown', 'association': ''}",2013GK3648,ca. 1830,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK3648/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK3648/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O98905/manifest.json', 'imageResolution': 'high'}"
O434358,09322(IS),Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,{},2017KB7261,c. 1800,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2017KB7261/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2017KB7261/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O434358/manifest.json', 'imageResolution': 'high'}"
O133825,IS.11-1983,Painting,"{'id': 'THES49619', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Black Nude,"{'name': 'Souza, Francis Newton', 'association': 'artist'}",,1961,London,[],{}
O82527,IS.304-1951,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Shiva mourning Uma,"{'name': 'Tagore, Abanindranath', 'association': 'artist'}",2013GK1363,ca. 1905,Bengal,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1363/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1363/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O82527/manifest.json', 'imageResolution': 'high'}"
O705253,E.818-1921,Poster,"{'id': 'THES49171', 'displayName': 'Prints & Drawings Study Room, level C', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'Y', 'shelf': '66', 'box': 'B'}}",Nameless Exhibition of Modern British Painting,"{'name': 'Fry, Roger Eliot', 'association': 'artist'}",2014HH9804,1921,London,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2014HH9804/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2014HH9804/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O705253/manifest.json', 'imageResolution': 'high'}"
O428285,IS.44-1988,Painting,"{'id': 'THES49619', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Ayesha Kidwai ,"{'name': 'Arpita Singh', 'association': 'artist'}",,1988,New Delhi,[],{}
O209678,IS.126-1984,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Tagore, Gaganendranath', 'association': 'Artist'}",2009BW6824,ca. 1920 - ca. 1925,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BW6824/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BW6824/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O209678/manifest.json', 'imageResolution': 'high'}"
O705252,E.819-1921,Poster,"{'id': 'THES49171', 'displayName': 'Prints & Drawings Study Room, level C', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'Y', 'shelf': '73', 'box': 'B'}}",Nameless Exhibition of Modern British Painting,"{'name': 'Smith, William Thomas', 'association': 'artist'}",,1921,London,[],{}
O133832,IS.83-1985,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Subramanyam, K. G.', 'association': 'artist'}",2007BN1932,1981,India,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BN1932/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BN1932/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O434313,IS.109-1985,Painting,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Ram Kumar', 'association': 'artist'}",2013GT2587,1983,Mumbai,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GT2587/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GT2587/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O1376456,"B.553:1, 2-2016",Painting,"{'id': 'THES384945', 'displayName': 'A', 'type': 'storage', 'site': 'PO7 (NCS)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Kingdom,"{'name': 'Bartlett, John', 'association': 'artist'}",2017JY5475,2011,England,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2017JY5475/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2017JY5475/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1376456/manifest.json', 'imageResolution': 'high'}"
O80862,FA.210[O],Oil painting,"{'id': 'THES49709', 'displayName': 'Paintings, Room 87, The Edwin and Susan Davies Galleries', 'type': 'Display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'WEST WALL', 'shelf': '', 'box': ''}}",East Cowes Castle,"{'name': 'Turner, Joseph Mallord William (RA)', 'association': 'artist'}",2006AG3585,1827-1828,Great Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AG3585/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AG3585/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O80862/manifest.json', 'imageResolution': 'high'}"
